t_s,uav_x_m,uav_y_m,uav_z_gazebo_m,payload_x_m,payload_y_m,payload_z_m,cable_dx_m,cable_dy_m,cable_dz_m,cable_length_m,lateral_swing_m,cable_angle_deg,pose_source
0.022324,1.009949,0.979883,0.104516,1.009986,0.979891,-0.895483,0.000037,0.000007,-1.000000,1.000000,0.000038,0.002161,gazebo_link_pair
0.022349,1.009949,0.979884,0.104517,1.009986,0.979891,-0.895483,0.000036,0.000007,-1.000000,1.000000,0.000037,0.002126,gazebo_link_pair
0.022359,1.009949,0.979884,0.104517,1.009985,0.979891,-0.895483,0.000036,0.000007,-1.000000,1.000000,0.000037,0.002103,gazebo_link_pair
0.022367,1.009949,0.979884,0.104517,1.009985,0.979891,-0.895483,0.000036,0.000007,-1.000000,1.000000,0.000036,0.002079,gazebo_link_pair
0.024577,1.009949,0.979884,0.104517,1.009985,0.979891,-0.895483,0.000035,0.000007,-1.000000,1.000000,0.000036,0.002055,gazebo_link_pair
0.034622,1.009949,0.979884,0.104517,1.009984,0.979891,-0.895483,0.000035,0.000007,-1.000000,1.000000,0.000035,0.002031,gazebo_link_pair
0.034644,1.009949,0.979884,0.104517,1.009984,0.979890,-0.895483,0.000034,0.000007,-1.000000,1.000000,0.000035,0.002007,gazebo_link_pair
0.044602,1.009949,0.979884,0.104517,1.009983,0.979890,-0.895483,0.000034,0.000007,-1.000000,1.000000,0.000035,0.001982,gazebo_link_pair
0.044623,1.009949,0.979884,0.104517,1.009983,0.979890,-0.895483,0.000033,0.000007,-1.000000,1.000000,0.000034,0.001957,gazebo_link_pair
0.044633,1.009949,0.979884,0.104517,1.009982,0.979890,-0.895483,0.000033,0.000007,-1.000000,1.000000,0.000034,0.001932,gazebo_link_pair
0.054589,1.009949,0.979884,0.104517,1.009982,0.979890,-0.895483,0.000033,0.000007,-1.000000,1.000000,0.000033,0.001906,gazebo_link_pair
0.054608,1.009949,0.979884,0.104517,1.009981,0.979890,-0.895483,0.000032,0.000007,-1.000000,1.000000,0.000033,0.001880,gazebo_link_pair
0.064579,1.009949,0.979884,0.104517,1.009981,0.979890,-0.895483,0.000032,0.000007,-1.000000,1.000000,0.000032,0.001854,gazebo_link_pair
0.064595,1.009949,0.979884,0.104517,1.009980,0.979890,-0.895483,0.000031,0.000007,-1.000000,1.000000,0.000032,0.001827,gazebo_link_pair
0.064606,1.009949,0.979884,0.104517,1.009980,0.979890,-0.895483,0.000031,0.000007,-1.000000,1.000000,0.000031,0.001800,gazebo_link_pair
0.074545,1.009949,0.979884,0.104517,1.009979,0.979890,-0.895483,0.000030,0.000006,-1.000000,1.000000,0.000031,0.001773,gazebo_link_pair
0.074560,1.009949,0.979884,0.104517,1.009979,0.979890,-0.895483,0.000030,0.000006,-1.000000,1.000000,0.000030,0.001746,gazebo_link_pair
0.084617,1.009949,0.979884,0.104517,1.009979,0.979890,-0.895483,0.000029,0.000006,-1.000000,1.000000,0.000030,0.001705,gazebo_link_pair
0.084629,1.009949,0.979884,0.104517,1.009978,0.979890,-0.895483,0.000029,0.000006,-1.000000,1.000000,0.000029,0.001677,gazebo_link_pair
0.084637,1.009949,0.979884,0.104517,1.009978,0.979890,-0.895483,0.000028,0.000006,-1.000000,1.000000,0.000029,0.001649,gazebo_link_pair
