metric,baseline,geometric,improvement_percent
mean_3d_error_m,0.44670057463355045,1.2689849150141643,-184.07953494467128
rms_3d_error_m,0.478232853193189,1.3013099246251203,-172.10801515123796
mean_lateral_swing_m,0.5661537626636313,0.5138777825170289,9.233530463642103
mean_cable_angle_deg,34.70450547239613,31.078767492296468,10.447456117718096
