t_s,uav_x_m,uav_y_m,uav_z_gazebo_m,payload_x_m,payload_y_m,payload_z_m,cable_dx_m,cable_dy_m,cable_dz_m,cable_length_m,lateral_swing_m,cable_angle_deg,pose_source
0.021984,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000007,-1.000000,1.000000,0.000049,0.002816,gazebo_link_pair
0.022011,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000049,0.002822,gazebo_link_pair
0.022022,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000049,0.002828,gazebo_link_pair
0.022031,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000049,0.002834,gazebo_link_pair
0.022039,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002839,gazebo_link_pair
0.033803,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002843,gazebo_link_pair
0.033832,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002848,gazebo_link_pair
0.033842,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002839,gazebo_link_pair
0.043666,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002842,gazebo_link_pair
0.043691,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002845,gazebo_link_pair
0.043706,1.009949,0.979883,0.104516,1.009999,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002847,gazebo_link_pair
0.053661,1.009949,0.979883,0.104516,1.009999,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002849,gazebo_link_pair
0.053686,1.009949,0.979883,0.104516,1.009999,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002851,gazebo_link_pair
0.063637,1.009949,0.979883,0.104516,1.009999,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002852,gazebo_link_pair
0.063658,1.009949,0.979883,0.104516,1.009999,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002852,gazebo_link_pair
0.063667,1.009949,0.979883,0.104516,1.009999,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002852,gazebo_link_pair
0.073653,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002852,gazebo_link_pair
0.073674,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002851,gazebo_link_pair
0.083635,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002850,gazebo_link_pair
0.083657,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002848,gazebo_link_pair
0.083668,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002846,gazebo_link_pair
0.093698,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002844,gazebo_link_pair
0.093720,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000050,0.002841,gazebo_link_pair
0.103704,1.009949,0.979884,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000049,0.002825,gazebo_link_pair
0.103725,1.009949,0.979884,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000049,0.002821,gazebo_link_pair
0.103734,1.009949,0.979884,0.104516,1.009998,0.979891,-0.895484,0.000049,0.000008,-1.000000,1.000000,0.000049,0.002817,gazebo_link_pair
0.113682,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000048,0.000008,-1.000000,1.000000,0.000049,0.002812,gazebo_link_pair
0.113697,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000048,0.000008,-1.000000,1.000000,0.000049,0.002807,gazebo_link_pair
0.123611,1.009949,0.979883,0.104516,1.009998,0.979891,-0.895484,0.000048,0.000008,-1.000000,1.000000,0.000049,0.002801,gazebo_link_pair
0.123628,1.009949,0.979883,0.104516,1.009997,0.979891,-0.895484,0.000048,0.000008,-1.000000,1.000000,0.000049,0.002795,gazebo_link_pair
0.123637,1.009949,0.979883,0.104516,1.009997,0.979891,-0.895484,0.000048,0.000008,-1.000000,1.000000,0.000049,0.002788,gazebo_link_pair
0.133647,1.009949,0.979883,0.104516,1.009997,0.979891,-0.895484,0.000048,0.000008,-1.000000,1.000000,0.000049,0.002781,gazebo_link_pair
0.133668,1.009949,0.979883,0.104516,1.009997,0.979892,-0.895484,0.000048,0.000008,-1.000000,1.000000,0.000048,0.002774,gazebo_link_pair
0.143760,1.009949,0.979883,0.104516,1.009997,0.979892,-0.895484,0.000048,0.000008,-1.000000,1.000000,0.000048,0.002766,gazebo_link_pair
0.143789,1.009949,0.979883,0.104516,1.009997,0.979892,-0.895484,0.000047,0.000008,-1.000000,1.000000,0.000048,0.002758,gazebo_link_pair
0.143803,1.009949,0.979883,0.104516,1.009997,0.979892,-0.895484,0.000047,0.000008,-1.000000,1.000000,0.000048,0.002749,gazebo_link_pair
0.153688,1.009949,0.979883,0.104516,1.009996,0.979892,-0.895484,0.000047,0.000008,-1.000000,1.000000,0.000048,0.002740,gazebo_link_pair
0.153710,1.009949,0.979883,0.104516,1.009996,0.979892,-0.895484,0.000047,0.000008,-1.000000,1.000000,0.000048,0.002730,gazebo_link_pair
0.163647,1.009949,0.979883,0.104516,1.009996,0.979892,-0.895484,0.000047,0.000008,-1.000000,1.000000,0.000047,0.002720,gazebo_link_pair
0.163669,1.009949,0.979884,0.104516,1.009996,0.979892,-0.895484,0.000046,0.000008,-1.000000,1.000000,0.000047,0.002697,gazebo_link_pair
0.163678,1.009949,0.979884,0.104516,1.009996,0.979892,-0.895484,0.000046,0.000008,-1.000000,1.000000,0.000047,0.002686,gazebo_link_pair
0.173701,1.009949,0.979884,0.104516,1.009995,0.979891,-0.895484,0.000046,0.000008,-1.000000,1.000000,0.000047,0.002675,gazebo_link_pair
0.173724,1.009949,0.979884,0.104516,1.009995,0.979891,-0.895484,0.000046,0.000008,-1.000000,1.000000,0.000046,0.002663,gazebo_link_pair
0.183691,1.009949,0.979884,0.104516,1.009995,0.979891,-0.895484,0.000046,0.000008,-1.000000,1.000000,0.000046,0.002651,gazebo_link_pair
0.183710,1.009949,0.979884,0.104516,1.009995,0.979891,-0.895484,0.000045,0.000008,-1.000000,1.000000,0.000046,0.002639,gazebo_link_pair
0.183720,1.009949,0.979884,0.104516,1.009994,0.979891,-0.895484,0.000045,0.000008,-1.000000,1.000000,0.000046,0.002626,gazebo_link_pair
0.193623,1.009949,0.979884,0.104516,1.009994,0.979891,-0.895484,0.000045,0.000008,-1.000000,1.000000,0.000046,0.002612,gazebo_link_pair
