t_s,uav_x_m,uav_y_m,uav_z_gazebo_m,payload_x_m,payload_y_m,payload_z_m,cable_dx_m,cable_dy_m,cable_dz_m,cable_length_m,lateral_swing_m,cable_angle_deg,pose_source
0.031774,1.009951,0.979937,0.104236,1.009965,0.979939,-0.895764,0.000015,0.000002,-1.000000,1.000000,0.000015,0.000840,gazebo_link_pair
0.031828,1.009951,0.979937,0.104236,1.009966,0.979939,-0.895764,0.000015,0.000002,-1.000000,1.000000,0.000015,0.000874,gazebo_link_pair
0.031848,1.009951,0.979937,0.104236,1.009966,0.979939,-0.895764,0.000016,0.000002,-1.000000,1.000000,0.000016,0.000908,gazebo_link_pair
0.031867,1.009951,0.979937,0.104236,1.009967,0.979939,-0.895764,0.000016,0.000002,-1.000000,1.000000,0.000016,0.000942,gazebo_link_pair
0.031881,1.009951,0.979937,0.104236,1.009968,0.979940,-0.895764,0.000017,0.000002,-1.000000,1.000000,0.000017,0.000976,gazebo_link_pair
0.031896,1.009951,0.979937,0.104237,1.009968,0.979940,-0.895763,0.000017,0.000002,-1.000000,1.000000,0.000018,0.001010,gazebo_link_pair
0.031911,1.009951,0.979937,0.104237,1.009969,0.979940,-0.895763,0.000018,0.000002,-1.000000,1.000000,0.000018,0.001043,gazebo_link_pair
0.043662,1.009951,0.979937,0.104237,1.009969,0.979940,-0.895763,0.000019,0.000002,-1.000000,1.000000,0.000019,0.001076,gazebo_link_pair
0.043701,1.009951,0.979937,0.104237,1.009970,0.979940,-0.895763,0.000019,0.000003,-1.000000,1.000000,0.000019,0.001110,gazebo_link_pair
0.043717,1.009951,0.979937,0.104237,1.009971,0.979940,-0.895763,0.000020,0.000003,-1.000000,1.000000,0.000020,0.001143,gazebo_link_pair
0.053475,1.009951,0.979937,0.104237,1.009971,0.979940,-0.895763,0.000020,0.000003,-1.000000,1.000000,0.000021,0.001175,gazebo_link_pair
0.053524,1.009951,0.979937,0.104237,1.009972,0.979940,-0.895763,0.000021,0.000003,-1.000000,1.000000,0.000021,0.001208,gazebo_link_pair
0.053543,1.009951,0.979937,0.104237,1.009972,0.979940,-0.895763,0.000021,0.000003,-1.000000,1.000000,0.000022,0.001240,gazebo_link_pair
