t_s,uav_x_m,uav_y_m,uav_z_gazebo_m,payload_x_m,payload_y_m,payload_z_m,cable_dx_m,cable_dy_m,cable_dz_m,cable_length_m,lateral_swing_m,cable_angle_deg,pose_source
0.037081,1.009951,0.979938,0.104234,1.009948,0.979936,-0.895766,-0.000003,-0.000002,-1.000000,1.000000,0.000004,0.000202,gazebo_link_pair
0.037123,1.009951,0.979938,0.104234,1.009948,0.979936,-0.895766,-0.000003,-0.000002,-1.000000,1.000000,0.000003,0.000168,gazebo_link_pair
0.037143,1.009951,0.979938,0.104234,1.009949,0.979936,-0.895766,-0.000002,-0.000001,-1.000000,1.000000,0.000002,0.000135,gazebo_link_pair
0.037159,1.009951,0.979938,0.104234,1.009949,0.979937,-0.895766,-0.000001,-0.000001,-1.000000,1.000000,0.000002,0.000104,gazebo_link_pair
0.037177,1.009951,0.979938,0.104235,1.009950,0.979937,-0.895765,-0.000001,-0.000001,-1.000000,1.000000,0.000001,0.000077,gazebo_link_pair
0.037194,1.009951,0.979938,0.104235,1.009951,0.979937,-0.895765,-0.000000,-0.000001,-1.000000,1.000000,0.000001,0.000061,gazebo_link_pair
0.037212,1.009951,0.979938,0.104235,1.009951,0.979937,-0.895765,0.000001,-0.000001,-1.000000,1.000000,0.000001,0.000063,gazebo_link_pair
0.049539,1.009951,0.979938,0.104235,1.009952,0.979937,-0.895765,0.000001,-0.000001,-1.000000,1.000000,0.000001,0.000083,gazebo_link_pair
0.049585,1.009951,0.979938,0.104235,1.009953,0.979937,-0.895765,0.000002,-0.000001,-1.000000,1.000000,0.000002,0.000112,gazebo_link_pair
0.049626,1.009951,0.979938,0.104235,1.009953,0.979937,-0.895765,0.000002,-0.000001,-1.000000,1.000000,0.000003,0.000143,gazebo_link_pair
0.059681,1.009951,0.979938,0.104235,1.009954,0.979937,-0.895765,0.000003,-0.000000,-1.000000,1.000000,0.000003,0.000177,gazebo_link_pair
0.059717,1.009951,0.979938,0.104235,1.009954,0.979937,-0.895765,0.000004,-0.000000,-1.000000,1.000000,0.000004,0.000211,gazebo_link_pair
0.069784,1.009951,0.979938,0.104235,1.009955,0.979937,-0.895765,0.000004,-0.000000,-1.000000,1.000000,0.000004,0.000246,gazebo_link_pair
0.069834,1.009951,0.979938,0.104235,1.009956,0.979938,-0.895765,0.000005,-0.000000,-1.000000,1.000000,0.000005,0.000281,gazebo_link_pair
0.069852,1.009951,0.979938,0.104235,1.009956,0.979938,-0.895765,0.000006,-0.000000,-1.000000,1.000000,0.000006,0.000316,gazebo_link_pair
0.079548,1.009951,0.979938,0.104235,1.009957,0.979938,-0.895765,0.000006,0.000000,-1.000000,1.000000,0.000006,0.000351,gazebo_link_pair
0.079597,1.009951,0.979938,0.104235,1.009957,0.979938,-0.895765,0.000007,0.000000,-1.000000,1.000000,0.000007,0.000386,gazebo_link_pair
0.089738,1.009951,0.979938,0.104235,1.009958,0.979938,-0.895765,0.000007,0.000000,-1.000000,1.000000,0.000007,0.000421,gazebo_link_pair
0.089775,1.009951,0.979938,0.104235,1.009959,0.979938,-0.895765,0.000008,0.000000,-1.000000,1.000000,0.000008,0.000457,gazebo_link_pair
0.089791,1.009951,0.979938,0.104236,1.009959,0.979938,-0.895764,0.000009,0.000001,-1.000000,1.000000,0.000009,0.000492,gazebo_link_pair
0.099584,1.009951,0.979938,0.104236,1.009960,0.979938,-0.895764,0.000009,0.000001,-1.000000,1.000000,0.000009,0.000527,gazebo_link_pair
0.099617,1.009951,0.979938,0.104236,1.009961,0.979938,-0.895764,0.000010,0.000001,-1.000000,1.000000,0.000010,0.000562,gazebo_link_pair
0.109513,1.009951,0.979938,0.104236,1.009961,0.979938,-0.895764,0.000010,0.000001,-1.000000,1.000000,0.000010,0.000597,gazebo_link_pair
0.109552,1.009951,0.979938,0.104236,1.009962,0.979939,-0.895764,0.000011,0.000001,-1.000000,1.000000,0.000011,0.000632,gazebo_link_pair
0.109580,1.009951,0.979938,0.104236,1.009962,0.979939,-0.895764,0.000012,0.000001,-1.000000,1.000000,0.000012,0.000667,gazebo_link_pair
0.119596,1.009951,0.979938,0.104236,1.009963,0.979939,-0.895764,0.000012,0.000001,-1.000000,1.000000,0.000012,0.000702,gazebo_link_pair
0.119631,1.009951,0.979938,0.104236,1.009964,0.979939,-0.895764,0.000013,0.000001,-1.000000,1.000000,0.000013,0.000736,gazebo_link_pair
0.129547,1.009951,0.979937,0.104236,1.009964,0.979939,-0.895764,0.000013,0.000001,-1.000000,1.000000,0.000013,0.000771,gazebo_link_pair
0.129587,1.009951,0.979937,0.104236,1.009965,0.979939,-0.895764,0.000014,0.000002,-1.000000,1.000000,0.000014,0.000806,gazebo_link_pair
0.129608,1.009951,0.979937,0.104236,1.009965,0.979939,-0.895764,0.000015,0.000002,-1.000000,1.000000,0.000015,0.000840,gazebo_link_pair
0.139563,1.009951,0.979937,0.104236,1.009966,0.979939,-0.895764,0.000015,0.000002,-1.000000,1.000000,0.000015,0.000874,gazebo_link_pair
0.139602,1.009951,0.979937,0.104236,1.009966,0.979939,-0.895764,0.000016,0.000002,-1.000000,1.000000,0.000016,0.000908,gazebo_link_pair
0.149660,1.009951,0.979937,0.104236,1.009967,0.979939,-0.895764,0.000016,0.000002,-1.000000,1.000000,0.000016,0.000942,gazebo_link_pair
0.149717,1.009951,0.979937,0.104236,1.009968,0.979940,-0.895764,0.000017,0.000002,-1.000000,1.000000,0.000017,0.000976,gazebo_link_pair
0.149751,1.009951,0.979937,0.104237,1.009968,0.979940,-0.895763,0.000017,0.000002,-1.000000,1.000000,0.000018,0.001010,gazebo_link_pair
0.159571,1.009951,0.979937,0.104237,1.009969,0.979940,-0.895763,0.000018,0.000002,-1.000000,1.000000,0.000018,0.001043,gazebo_link_pair
0.159627,1.009951,0.979937,0.104237,1.009969,0.979940,-0.895763,0.000019,0.000002,-1.000000,1.000000,0.000019,0.001076,gazebo_link_pair
0.169652,1.009951,0.979937,0.104237,1.009970,0.979940,-0.895763,0.000019,0.000003,-1.000000,1.000000,0.000019,0.001110,gazebo_link_pair
0.169707,1.009951,0.979937,0.104237,1.009971,0.979940,-0.895763,0.000020,0.000003,-1.000000,1.000000,0.000020,0.001143,gazebo_link_pair
0.169757,1.009951,0.979937,0.104237,1.009971,0.979940,-0.895763,0.000020,0.000003,-1.000000,1.000000,0.000021,0.001175,gazebo_link_pair
0.179569,1.009951,0.979937,0.104237,1.009972,0.979940,-0.895763,0.000021,0.000003,-1.000000,1.000000,0.000021,0.001208,gazebo_link_pair
0.179607,1.009951,0.979937,0.104237,1.009972,0.979940,-0.895763,0.000021,0.000003,-1.000000,1.000000,0.000022,0.001240,gazebo_link_pair
0.189625,1.009951,0.979937,0.104237,1.009973,0.979940,-0.895763,0.000022,0.000003,-1.000000,1.000000,0.000022,0.001273,gazebo_link_pair
0.189667,1.009951,0.979937,0.104237,1.009973,0.979940,-0.895763,0.000023,0.000003,-1.000000,1.000000,0.000023,0.001305,gazebo_link_pair
